"fecha","instrumento","cupon","fecha_vencimiento","plazo_residual","rend_pe_10a","rend_ust_plazo","spread_pb","ytm","precio","dur_mod","convexidad"
2018-01-03,"SB2026",8.2,2026-08-12,8.6051,5.13,2.4075,269,5.0975,124.619,6.2466,50.0927
2018-01-04,"SB2026",8.2,2026-08-12,8.6023,4.98,2.4227,252,4.9427,125.8478,6.261,50.2625
2018-01-05,"SB2026",8.2,2026-08-12,8.5996,4.92,2.4373,245,4.8873,126.302,6.2645,50.301
2018-01-08,"SB2026",8.2,2026-08-12,8.5914,4.97,2.4524,248,4.9324,125.9961,6.2515,50.1372
2018-01-09,"SB2026",8.2,2026-08-12,8.5886,5.01,2.5077,246,4.9677,125.736,6.2449,50.056
2018-01-10,"SB2026",8.2,2026-08-12,8.5859,5.04,2.5123,249,5.0023,125.4814,6.2384,49.9758
2018-01-11,"SB2026",8.2,2026-08-12,8.5832,4.94,2.5022,240,4.9022,126.2847,6.2468,50.0729
2018-01-12,"SB2026",8.2,2026-08-12,8.5804,4.81,2.5169,226,4.7769,127.2949,6.258,50.2033
2018-01-16,"SB2026",8.2,2026-08-12,8.5695,4.7,2.5114,216,4.6714,128.2036,6.2589,50.203
2018-01-17,"SB2026",8.2,2026-08-12,8.5667,4.75,2.5413,218,4.7213,127.82,6.2507,50.1025
2018-01-18,"SB2026",8.2,2026-08-12,8.564,4.72,2.5865,210,4.6865,128.115,6.2519,50.1135
2018-01-19,"SB2026",8.2,2026-08-12,8.5613,4.71,2.6064,207,4.6764,128.2118,6.2503,50.092
2018-01-22,"SB2026",8.2,2026-08-12,8.553,4.74,2.6262,208,4.7062,128.0221,6.239,49.9488
2018-01-23,"SB2026",8.2,2026-08-12,8.5503,4.73,2.5913,210,4.6913,128.1575,6.238,49.9336
2018-01-24,"SB2026",8.2,2026-08-12,8.5476,4.72,2.6113,207,4.6813,128.2543,6.2364,49.9121
2018-01-25,"SB2026",8.2,2026-08-12,8.5448,4.71,2.5912,208,4.6712,128.3511,6.2348,49.8906
2018-01-26,"SB2026",8.2,2026-08-12,8.5421,4.72,2.6308,206,4.6908,128.2103,6.23,49.8303
2018-01-29,"SB2026",8.2,2026-08-12,8.5339,4.74,2.6658,204,4.7058,128.1399,6.2203,49.7069
2018-01-30,"SB2026",8.2,2026-08-12,8.5311,4.72,2.6908,199,4.6808,128.3553,6.2204,49.7049
2018-01-31,"SB2026",8.2,2026-08-12,8.5284,4.7,2.6906,198,4.6706,128.4535,6.2189,49.6837
2018-02-01,"SB2026",8.2,2026-08-12,8.5257,4.67,2.7505,189,4.6405,128.71,6.2195,49.6883
2018-02-02,"SB2026",8.2,2026-08-12,8.5229,4.68,2.8006,184,4.6406,128.7254,6.2168,49.6536
2018-02-05,"SB2026",8.2,2026-08-12,8.5147,4.7,2.7254,193,4.6554,128.6554,6.2071,49.5306
2018-02-06,"SB2026",8.2,2026-08-12,8.512,4.72,2.7454,193,4.6754,128.5128,6.2023,49.4702
2018-02-07,"SB2026",8.2,2026-08-12,8.5092,4.71,2.7953,187,4.6653,128.6094,6.2007,49.4488
2018-02-08,"SB2026",8.2,2026-08-12,8.5065,4.75,2.8052,190,4.7052,128.3079,6.1936,49.3626
2018-02-09,"SB2026",8.2,2026-08-12,8.5038,4.82,2.7751,199,4.7651,127.8492,6.1844,49.2504
2018-02-12,"SB2026",8.2,2026-08-12,8.4956,4.8,2.8149,194,4.7549,123.8798,6.3819,50.7877
2018-02-13,"SB2026",8.2,2026-08-12,8.4928,4.8,2.7848,197,4.7548,123.8964,6.3793,50.7523
2018-02-14,"SB2026",8.2,2026-08-12,8.4901,4.8,2.8748,189,4.7648,123.8335,6.3756,50.7046
2018-02-15,"SB2026",8.2,2026-08-12,8.4873,4.81,2.8647,191,4.7747,123.771,6.3719,50.657
2018-02-16,"SB2026",8.2,2026-08-12,8.4846,4.81,2.8397,194,4.7797,123.7477,6.3687,50.6155
2018-02-20,"SB2026",8.2,2026-08-12,8.4736,4.85,2.8444,197,4.8144,123.539,6.3546,50.4316
2018-02-21,"SB2026",8.2,2026-08-12,8.4709,4.84,2.8992,190,4.7992,123.6742,6.3534,50.4149
2018-02-22,"SB2026",8.2,2026-08-12,8.4682,4.86,2.8792,194,4.8192,123.5338,6.3487,50.3552
2018-02-23,"SB2026",8.2,2026-08-12,8.4654,4.86,2.834,198,4.814,123.5906,6.3466,50.3263
2018-02-26,"SB2026",8.2,2026-08-12,8.4572,4.87,2.8137,201,4.8237,123.5625,6.3376,50.2088
2018-02-27,"SB2026",8.2,2026-08-12,8.4545,4.84,2.8639,194,4.8039,123.7336,6.3369,50.1977
2018-02-28,"SB2026",8.2,2026-08-12,8.4517,4.83,2.8339,196,4.7939,123.8286,6.3352,50.1748
2018-03-01,"SB2026",8.2,2026-08-12,8.449,4.81,2.7738,200,4.7738,124.0021,6.3346,50.1641
2018-03-02,"SB2026",8.2,2026-08-12,8.4463,4.8,2.8237,194,4.7637,124.0972,6.3329,50.1412
2018-03-05,"SB2026",8.2,2026-08-12,8.4381,4.79,2.8436,191,4.7536,124.2253,6.3259,50.0482
2018-03-06,"SB2026",8.2,2026-08-12,8.4353,4.78,2.8435,190,4.7435,124.3203,6.3242,50.0253
2018-03-07,"SB2026",8.2,2026-08-12,8.4326,4.8,2.8482,191,4.7582,124.2207,6.3201,49.9723
2018-03-08,"SB2026",8.2,2026-08-12,8.4298,4.8,2.8234,194,4.7634,124.1962,6.3169,49.9309
2018-03-09,"SB2026",8.2,2026-08-12,8.4271,4.8,2.8581,190,4.7581,124.2539,6.3148,49.9023
2018-03-12,"SB2026",8.2,2026-08-12,8.4189,4.84,2.8278,197,4.7978,123.9905,6.3028,49.7489
2018-03-13,"SB2026",8.2,2026-08-12,8.4162,4.89,2.803,205,4.853,123.5762,6.2945,49.647
2018-03-14,"SB2026",8.2,2026-08-12,8.4134,4.86,2.7783,205,4.8283,123.7853,6.2944,49.642
2018-03-15,"SB2026",8.2,2026-08-12,8.4107,4.92,2.7882,210,4.8882,123.3356,6.2857,49.5346
2018-03-16,"SB2026",8.2,2026-08-12,8.4079,4.98,2.8129,213,4.9429,122.9294,6.2775,49.4336
2018-03-19,"SB2026",8.2,2026-08-12,8.3997,4.96,2.8127,211,4.9227,123.1345,6.2715,49.3535
2018-03-20,"SB2026",8.2,2026-08-12,8.397,4.9,2.8526,201,4.8626,123.6157,6.2749,49.3911
2018-03-21,"SB2026",8.2,2026-08-12,8.3943,4.89,2.8525,200,4.8525,123.71,6.2732,49.3684
2018-03-22,"SB2026",8.2,2026-08-12,8.3915,4.79,2.7925,196,4.7525,124.5057,6.2806,49.4542
2018-03-23,"SB2026",8.2,2026-08-12,8.3888,4.81,2.777,199,4.767,124.4079,6.2764,49.4017
2018-03-26,"SB2026",8.2,2026-08-12,8.3806,4.84,2.8122,199,4.8022,124.182,6.2649,49.2549
2018-03-27,"SB2026",8.2,2026-08-12,8.3778,4.83,2.7367,205,4.7867,124.3185,6.2638,49.2387
2018-03-28,"SB2026",8.2,2026-08-12,8.3751,4.81,2.7429,204,4.7829,124.3644,6.2615,49.2085
2018-04-02,"SB2026",8.2,2026-08-12,8.3614,4.83,2.6972,210,4.7972,124.3337,6.2467,49.0176
2018-04-03,"SB2026",8.2,2026-08-12,8.3587,4.82,2.7572,203,4.7872,124.4279,6.245,48.9949
2018-04-04,"SB2026",8.2,2026-08-12,8.3559,4.83,2.7571,204,4.7971,124.3668,6.2413,48.9483
2018-04-05,"SB2026",8.2,2026-08-12,8.3532,4.82,2.7916,199,4.7816,124.5036,6.2402,48.9322
2018-04-06,"SB2026",8.2,2026-08-12,8.3504,4.884,2.7315,211.4,4.8455,124.0244,6.2311,48.8212
2018-04-09,"SB2026",8.2,2026-08-12,8.3422,4.91,2.7468,213,4.8768,123.8315,6.22,48.68
2018-04-10,"SB2026",8.2,2026-08-12,8.3395,4.93,2.7668,213,4.8968,123.6944,6.2153,48.6217
2018-04-11,"SB2026",8.2,2026-08-12,8.3368,4.98,2.7512,219,4.9412,123.3701,6.2082,48.5344
2018-04-12,"SB2026",8.2,2026-08-12,8.334,4.98,2.8022,215,4.9522,123.3021,6.2044,48.4868
2018-04-16,"SB2026",8.2,2026-08-12,8.3231,5.01,2.8021,218,4.9821,123.1406,6.1908,48.3137
2018-04-17,"SB2026",8.2,2026-08-12,8.3203,5.05,2.792,223,5.022,122.8532,6.1841,48.232
2018-04-18,"SB2026",8.2,2026-08-12,8.3176,5.15,2.8476,228,5.1276,122.0714,6.1709,48.0727
2018-04-19,"SB2026",8.2,2026-08-12,8.3149,5.07,2.8919,215,5.0419,122.7355,6.1768,48.1398
2018-04-20,"SB2026",8.2,2026-08-12,8.3121,5.07,2.9319,211,5.0419,122.7526,6.1741,48.1055
2018-04-23,"SB2026",8.2,2026-08-12,8.3039,5.1,2.9574,212,5.0774,122.5342,6.1626,47.9608
2018-04-24,"SB2026",8.2,2026-08-12,8.3012,5.17,2.9717,217,5.1417,122.0669,6.1535,47.8508
2018-04-25,"SB2026",8.2,2026-08-12,8.2984,5.23,2.996,220,5.196,121.6771,6.1454,47.7527
2018-04-26,"SB2026",8.2,2026-08-12,8.2957,5.23,2.9716,223,5.2016,121.6521,6.1422,47.712
2018-04-27,"SB2026",8.2,2026-08-12,8.293,5.22,2.9372,226,5.1972,121.7018,6.1399,47.683
2018-04-30,"SB2026",8.2,2026-08-12,8.2847,5.2,2.9271,225,5.1771,121.9033,6.1339,47.6045
2018-05-02,"SB2026",8.2,2026-08-12,8.2793,5.21,2.9413,224,5.1813,121.9061,6.1282,47.5315
2018-05-03,"SB2026",8.2,2026-08-12,8.2765,5.22,2.917,228,5.197,121.806,6.1239,47.4791
2018-05-04,"SB2026",8.2,2026-08-12,8.2738,5.25,2.9212,230,5.2212,121.6428,6.1189,47.4168
2018-05-07,"SB2026",8.2,2026-08-12,8.2656,5.29,2.9211,234,5.2611,121.3983,6.1069,47.2684
2018-05-08,"SB2026",8.2,2026-08-12,8.2628,5.35,2.9468,238,5.3268,120.9295,6.0976,47.1577
2018-05-09,"SB2026",8.2,2026-08-12,8.2601,5.38,2.9768,238,5.3568,120.7263,6.092,47.0889
2018-05-10,"SB2026",8.2,2026-08-12,8.2574,5.31,2.9526,234,5.2926,121.2172,6.0957,47.1301
2018-05-11,"SB2026",8.2,2026-08-12,8.2546,5.27,2.9525,230,5.2525,121.5306,6.0971,47.1429
2018-05-14,"SB2026",8.2,2026-08-12,8.2464,5.24,2.9766,224,5.2166,121.8488,6.0926,47.0833
2018-05-15,"SB2026",8.2,2026-08-12,8.2437,5.32,3.0566,224,5.2966,121.2743,6.082,46.9565
2018-05-16,"SB2026",8.2,2026-08-12,8.2409,5.36,3.0665,227,5.3365,120.9974,6.0753,46.8763
2018-05-17,"SB2026",8.2,2026-08-12,8.2382,5.51,3.0865,240,5.4865,119.9192,6.0577,46.6685
2018-05-18,"SB2026",8.2,2026-08-12,8.2355,5.63,3.0365,257,5.6065,119.0698,6.0431,46.4959
2018-05-21,"SB2026",8.2,2026-08-12,8.2272,5.79,3.0364,273,5.7664,117.9814,6.0192,46.2107
2018-05-22,"SB2026",8.2,2026-08-12,8.2245,5.72,3.0363,266,5.6963,118.4983,6.0235,46.2583
2018-05-23,"SB2026",8.2,2026-08-12,8.2218,5.67,2.9744,266,5.6344,118.9592,6.027,46.2964
2018-05-24,"SB2026",8.2,2026-08-12,8.219,5.63,2.9503,265,5.6003,119.2222,6.0277,46.3024
2018-05-25,"SB2026",8.2,2026-08-12,8.2163,5.64,2.9003,271,5.6103,119.1687,6.0241,46.2575
2018-05-29,"SB2026",8.2,2026-08-12,8.2053,5.67,2.7341,290,5.6341,119.0702,6.011,46.0967
2018-05-30,"SB2026",8.2,2026-08-12,8.2026,5.65,2.81,281,5.62,119.189,6.0098,46.0795
2018-05-31,"SB2026",8.2,2026-08-12,8.1999,5.65,2.8,282,5.62,119.2074,6.0071,46.0463
2018-06-01,"SB2026",8.2,2026-08-12,8.1971,5.69,2.866,280,5.666,118.897,5.9999,45.9602
2018-06-04,"SB2026",8.2,2026-08-12,8.1889,5.66,2.9098,272,5.6298,119.2096,5.9955,45.902
2018-06-05,"SB2026",8.2,2026-08-12,8.1862,5.64,2.8898,272,5.6098,119.3711,5.9948,45.8917
2018-06-06,"SB2026",8.2,2026-08-12,8.1834,5.6,2.9458,263,5.5758,119.6326,5.9955,45.8975
2018-06-07,"SB2026",8.2,2026-08-12,8.1807,5.63,2.8997,270,5.5997,119.4794,5.9905,45.8369
2018-06-08,"SB2026",8.2,2026-08-12,8.178,5.64,2.8996,271,5.6096,119.4263,5.9869,45.7923
2018-06-11,"SB2026",8.2,2026-08-12,8.1697,5.62,2.9295,266,5.5895,119.6245,5.9809,45.7158
2018-06-12,"SB2026",8.2,2026-08-12,8.167,5.65,2.9295,269,5.6195,119.4286,5.9752,45.6485
2018-06-13,"SB2026",8.2,2026-08-12,8.1643,5.65,2.9616,267,5.6316,119.3598,5.9714,45.6015
2018-06-14,"SB2026",8.2,2026-08-12,8.1615,5.65,2.9155,271,5.6255,119.4218,5.9693,45.5754
2018-06-15,"SB2026",8.2,2026-08-12,8.1588,5.72,2.9055,279,5.6955,118.9427,5.9597,45.4626
2018-06-18,"SB2026",8.2,2026-08-12,8.1506,5.76,2.9015,284,5.7415,118.6719,5.9471,45.3113
2018-06-19,"SB2026",8.2,2026-08-12,8.1478,5.74,2.8591,285,5.7091,118.919,5.9477,45.3151
2018-06-20,"SB2026",8.2,2026-08-12,8.1451,5.75,2.9053,282,5.7253,118.8233,5.9434,45.2639
2018-06-21,"SB2026",8.2,2026-08-12,8.1424,5.71,2.8752,281,5.6852,119.1248,5.9447,45.2763
2018-06-22,"SB2026",8.2,2026-08-12,8.1396,5.68,2.8752,278,5.6552,119.356,5.945,45.2775
2018-06-25,"SB2026",8.2,2026-08-12,8.1314,5.68,2.8451,281,5.6551,119.4114,5.9371,45.1788
2018-06-26,"SB2026",8.2,2026-08-12,8.1287,5.64,2.855,276,5.615,119.7138,5.9384,45.1912
2018-06-27,"SB2026",8.2,2026-08-12,8.1259,5.58,2.805,275,5.555,120.1596,5.9417,45.2261
2018-06-28,"SB2026",8.2,2026-08-12,8.1232,5.562,2.8212,272.2,5.5432,120.2618,5.9402,45.2065
2018-07-02,"SB2026",8.2,2026-08-12,8.1123,5.58,2.8448,271,5.5548,120.2511,5.9284,45.0618
2018-07-03,"SB2026",8.2,2026-08-12,8.1095,5.54,2.8048,271,5.5148,120.5549,5.9297,45.074
2018-07-05,"SB2026",8.2,2026-08-12,8.104,5.54,2.8147,270,5.5147,120.5914,5.9244,45.0083
2018-07-06,"SB2026",8.2,2026-08-12,8.1013,5.525,2.7947,270.5,5.4997,120.7168,5.9232,44.9924
2018-07-09,"SB2026",8.2,2026-08-12,8.0931,5.47,2.8346,261,5.4446,121.1651,5.9206,44.9558
2018-07-10,"SB2026",8.2,2026-08-12,8.0903,5.44,2.8445,257,5.4145,121.3986,5.921,44.9567
2018-07-11,"SB2026",8.2,2026-08-12,8.0876,5.47,2.8309,262,5.4509,121.1556,5.9147,44.883
2018-07-12,"SB2026",8.2,2026-08-12,8.0849,5.48,2.8372,263,5.4672,121.0563,5.9104,44.8319
2018-07-13,"SB2026",8.2,2026-08-12,8.0821,5.46,2.8108,263,5.4408,121.2633,5.9104,44.8287
2018-07-16,"SB2026",8.2,2026-08-12,8.0739,5.47,2.8307,262,5.4507,121.2458,5.9014,44.7192
2018-07-17,"SB2026",8.2,2026-08-12,8.0712,5.47,2.8407,261,5.4507,121.2638,5.8987,44.6865
2018-07-18,"SB2026",8.2,2026-08-12,8.0684,5.46,2.8542,258,5.4342,121.3995,5.8977,44.6722
2018-07-19,"SB2026",8.2,2026-08-12,8.0657,5.5,2.8207,266,5.4807,121.0857,5.8904,44.5876
2018-07-20,"SB2026",8.2,2026-08-12,8.063,5.51,2.8642,262,5.4842,121.0786,5.8874,44.551
2018-07-23,"SB2026",8.2,2026-08-12,8.0548,5.51,2.9341,255,5.4841,121.1332,5.8794,44.4532
2018-07-24,"SB2026",8.2,2026-08-12,8.052,5.48,2.924,253,5.454,121.3652,5.8797,44.454
2018-07-25,"SB2026",8.2,2026-08-12,8.0493,5.44,2.914,250,5.414,121.6691,5.881,44.4659
2018-07-26,"SB2026",8.2,2026-08-12,8.0465,5.43,2.9605,245,5.4105,121.7121,5.8787,44.4372
2018-07-30,"SB2026",8.2,2026-08-12,8.0356,5.43,2.9538,245,5.4038,121.8309,5.8687,44.3141
2018-07-31,"SB2026",8.2,2026-08-12,8.0329,5.43,2.9338,247,5.4038,121.849,5.866,44.2816
2018-08-01,"SB2026",8.2,2026-08-12,8.0301,5.42,2.9737,242,5.3937,121.9385,5.8644,44.2601
2018-08-02,"SB2026",8.2,2026-08-12,8.0274,5.39,2.9471,241,5.3571,122.2184,5.8653,44.2681
2018-08-03,"SB2026",8.2,2026-08-12,8.0246,5.35,2.9237,240,5.3237,122.4761,5.8659,44.2726
2018-08-06,"SB2026",8.2,2026-08-12,8.0164,5.34,2.9069,240,5.3069,122.6491,5.8596,44.1934
2018-08-07,"SB2026",8.2,2026-08-12,8.0137,5.36,2.9403,238,5.3203,122.5709,5.8556,44.1461
2018-08-08,"SB2026",8.2,2026-08-12,8.011,5.37,2.9335,241,5.3435,122.4222,5.8507,44.088
2018-08-09,"SB2026",8.2,2026-08-12,8.0082,5.38,2.9034,245,5.3534,122.3686,5.847,44.0445
2018-08-10,"SB2026",8.2,2026-08-12,8.0055,5.4,2.8368,253,5.3668,122.2911,5.843,43.9973
2018-08-13,"SB2026",8.2,2026-08-12,7.9973,5.43,2.8399,255,5.3899,118.0783,6.0354,45.3982
2018-08-14,"SB2026",8.2,2026-08-12,7.9945,5.43,2.8566,254,5.3966,118.0483,6.0321,45.3578
2018-08-15,"SB2026",8.2,2026-08-12,7.9918,5.48,2.8265,262,5.4465,117.7105,6.025,45.2722
2018-08-16,"SB2026",8.2,2026-08-12,7.989,5.49,2.8365,262,5.4565,117.6573,6.0214,45.2284
2018-08-17,"SB2026",8.2,2026-08-12,7.9863,5.54,2.8364,267,5.5064,117.3215,6.0143,45.1429
2018-08-20,"SB2026",8.2,2026-08-12,7.9781,5.5,2.7863,268,5.4663,117.6573,6.0099,45.0847
2018-08-21,"SB2026",8.2,2026-08-12,7.9754,5.47,2.8163,262,5.4363,117.8873,6.0099,45.0827
2018-08-22,"SB2026",8.2,2026-08-12,7.9726,5.43,2.7862,261,5.3962,118.1886,6.0108,45.091
2018-08-23,"SB2026",8.2,2026-08-12,7.9699,5.44,2.7929,262,5.4129,118.0872,6.0067,45.0403
2018-08-24,"SB2026",8.2,2026-08-12,7.9671,5.42,2.7929,260,5.3929,118.2466,6.0058,45.0278
2018-08-27,"SB2026",8.2,2026-08-12,7.9589,5.41,2.8228,256,5.3828,118.3701,5.9987,44.9383
2018-08-28,"SB2026",8.2,2026-08-12,7.9562,5.43,2.8527,255,5.4027,118.2457,5.9943,44.8844
2018-08-29,"SB2026",8.2,2026-08-12,7.9535,5.45,2.8627,256,5.4227,118.1216,5.9898,44.8305
2018-09-04,"SB2026",8.2,2026-08-12,7.937,5.44,2.8656,254,5.4056,118.3463,5.9753,44.649
2018-09-05,"SB2026",8.2,2026-08-12,7.9343,5.42,2.8656,252,5.3856,118.5054,5.9745,44.6365
2018-09-06,"SB2026",8.2,2026-08-12,7.9316,5.46,2.8455,258,5.4255,118.2403,5.9682,44.5622
2018-09-07,"SB2026",8.2,2026-08-12,7.9288,5.48,2.9055,254,5.4455,118.1169,5.9638,44.5085
2018-09-10,"SB2026",8.2,2026-08-12,7.9206,5.48,2.9053,254,5.4453,118.17,5.9558,44.4095
2018-09-11,"SB2026",8.2,2026-08-12,7.9179,5.5,2.9522,252,5.4722,117.9984,5.9507,44.3488
2018-09-12,"SB2026",8.2,2026-08-12,7.9151,5.5,2.9422,253,5.4722,118.0161,5.9481,44.3158
2018-09-13,"SB2026",8.2,2026-08-12,7.9124,5.5,2.9422,253,5.4722,118.0338,5.9454,44.2829
2018-09-14,"SB2026",8.2,2026-08-12,7.9097,5.48,2.9691,249,5.4591,118.1429,5.9439,44.2633
2018-09-17,"SB2026",8.2,2026-08-12,7.9014,5.5,2.969,251,5.479,118.0556,5.9341,44.1441
2018-09-18,"SB2026",8.2,2026-08-12,7.8987,5.51,3.022,246,5.482,118.0523,5.9312,44.1081
2018-09-19,"SB2026",8.2,2026-08-12,7.896,5.51,3.0519,243,5.4819,118.07,5.9285,44.0752
2018-09-20,"SB2026",8.2,2026-08-12,7.8932,5.54,3.0419,247,5.5119,117.878,5.9232,44.0118
2018-09-21,"SB2026",8.2,2026-08-12,7.8905,5.55,3.0419,248,5.5219,117.8261,5.9196,43.9688
2018-09-24,"SB2026",8.2,2026-08-12,7.8823,5.6,3.0518,252,5.5718,117.5318,5.9072,43.8195
2018-09-25,"SB2026",8.2,2026-08-12,7.8795,5.62,3.0717,252,5.5917,117.411,5.9028,43.7665
2018-09-26,"SB2026",8.2,2026-08-12,7.8768,5.62,3.0317,256,5.5917,117.429,5.9001,43.7338
2018-09-27,"SB2026",8.2,2026-08-12,7.8741,5.61,3.0317,255,5.5817,117.5163,5.8983,43.7113
2018-09-28,"SB2026",8.2,2026-08-12,7.8713,5.6,3.0216,255,5.5716,117.6035,5.8966,43.6887
2018-10-01,"SB2026",8.2,2026-08-12,7.8631,5.58,3.0544,249,5.5444,117.8455,5.891,43.6183
2018-10-02,"SB2026",8.2,2026-08-12,7.8604,5.57,3.0215,252,5.5415,117.8834,5.8886,43.5885
2018-10-03,"SB2026",8.2,2026-08-12,7.8576,5.62,3.1143,247,5.5843,117.6043,5.8821,43.5125
2018-10-04,"SB2026",8.2,2026-08-12,7.8549,5.68,3.1542,249,5.6442,117.2084,5.8741,43.4193
2018-10-05,"SB2026",8.2,2026-08-12,7.8522,5.68,3.1942,245,5.6442,117.2265,5.8714,43.3868
2018-10-09,"SB2026",8.2,2026-08-12,7.8412,5.67,3.1668,246,5.6268,117.4176,5.8623,43.2742
2018-10-10,"SB2026",8.2,2026-08-12,7.8385,5.7,3.1696,248,5.6496,117.2791,5.8577,43.2188
2018-10-11,"SB2026",8.2,2026-08-12,7.8357,5.73,3.1039,259,5.6939,116.9928,5.851,43.1416
2018-10-12,"SB2026",8.2,2026-08-12,7.833,5.75,3.1067,260,5.7067,116.9237,5.8472,43.0964
2018-10-15,"SB2026",8.2,2026-08-12,7.8248,5.76,3.1165,260,5.7165,116.9105,5.8384,42.9893
2018-10-16,"SB2026",8.2,2026-08-12,7.822,5.7,3.1164,254,5.6564,117.3393,5.8411,43.0172
2018-10-17,"SB2026",8.2,2026-08-12,7.8193,5.7,3.1464,251,5.6564,117.3576,5.8384,42.9849
2018-10-18,"SB2026",8.2,2026-08-12,7.8166,5.74,3.1263,257,5.6963,117.1023,5.8322,42.9125
2018-10-19,"SB2026",8.2,2026-08-12,7.8138,5.72,3.1563,252,5.6763,117.2573,5.8313,42.9002
2018-10-22,"SB2026",8.2,2026-08-12,7.8056,5.74,3.1488,254,5.6888,117.2258,5.8222,42.7907
2018-10-23,"SB2026",8.2,2026-08-12,7.8029,5.77,3.1187,260,5.7187,117.0397,5.8169,42.7286
2018-10-24,"SB2026",8.2,2026-08-12,7.8001,5.8,3.0413,270,5.7413,116.9041,5.8122,42.6738
2018-10-25,"SB2026",8.2,2026-08-12,7.7974,5.79,3.0886,265,5.7386,116.9408,5.8098,42.6443
2018-10-26,"SB2026",8.2,2026-08-12,7.7947,5.78,3.0212,270,5.7212,117.0772,5.8087,42.6294
2018-10-29,"SB2026",8.2,2026-08-12,7.7864,5.83,3.021,275,5.771,116.7939,5.7963,42.4833
2018-10-30,"SB2026",8.2,2026-08-12,7.7837,5.9,3.0535,278,5.8335,116.3898,5.7881,42.3891
2018-10-31,"SB2026",8.2,2026-08-12,7.781,5.89,3.0908,274,5.8308,116.4262,5.7856,42.3597
2018-11-05,"SB2026",8.2,2026-08-12,7.7673,5.83,3.1405,263,5.7705,116.9247,5.7777,42.2592
2018-11-06,"SB2026",8.2,2026-08-12,7.7645,5.81,3.1604,259,5.7504,117.0786,5.7768,42.247
2018-11-07,"SB2026",8.2,2026-08-12,7.7618,5.78,3.1678,256,5.7278,117.2498,5.7762,42.2373
2018-11-08,"SB2026",8.2,2026-08-12,7.7591,5.78,3.1877,254,5.7277,117.2684,5.7735,42.2053
2018-11-09,"SB2026",8.2,2026-08-12,7.7563,5.78,3.1451,259,5.7351,117.2363,5.7702,42.166
2018-11-13,"SB2026",8.2,2026-08-12,7.7454,5.82,3.0874,268,5.7674,117.0912,5.7567,42.0063
2018-11-14,"SB2026",8.2,2026-08-12,7.7426,5.8,3.0598,268,5.7398,117.2955,5.7565,42.0015
2018-11-15,"SB2026",8.2,2026-08-12,7.7399,5.79,3.0422,268,5.7222,117.4326,5.7554,41.9869
2018-11-16,"SB2026",8.2,2026-08-12,7.7372,5.76,3.0121,268,5.6921,117.6542,5.7554,41.9846
2018-11-19,"SB2026",8.2,2026-08-12,7.729,5.72,2.9919,266,5.6519,117.9812,5.7509,41.9283
2018-11-20,"SB2026",8.2,2026-08-12,7.7262,5.72,2.9918,266,5.6518,117.9997,5.7483,41.8965
2018-11-21,"SB2026",8.2,2026-08-12,7.7235,5.66,2.9993,260,5.5993,118.3744,5.7503,41.916
2018-11-23,"SB2026",8.2,2026-08-12,7.718,5.62,2.9891,257,5.5591,118.6837,5.7485,41.8915
2018-11-26,"SB2026",8.2,2026-08-12,7.7098,5.64,3.0013,257,5.5713,118.6544,5.7394,41.7839
2018-11-27,"SB2026",8.2,2026-08-12,7.707,5.63,2.9989,257,5.5689,118.6888,5.737,41.7545
2018-11-28,"SB2026",8.2,2026-08-12,7.7043,5.6,2.9911,254,5.5311,118.9638,5.7377,41.7594
2018-11-29,"SB2026",8.2,2026-08-12,7.7016,5.69,2.961,266,5.621,118.37,5.727,41.6399
2018-11-30,"SB2026",8.2,2026-08-12,7.6988,5.67,2.941,266,5.601,118.5242,5.7262,41.6277
2018-12-03,"SB2026",8.2,2026-08-12,7.6906,5.67,2.9184,269,5.6084,118.5275,5.7175,41.5251
2018-12-04,"SB2026",8.2,2026-08-12,7.6879,5.75,2.8561,284,5.6961,117.9536,5.7071,41.4082
2018-12-06,"SB2026",8.2,2026-08-12,7.6824,5.75,2.8159,288,5.6959,117.9908,5.7018,41.345
2018-12-07,"SB2026",8.2,2026-08-12,7.6797,5.78,2.7881,293,5.7181,117.8597,5.6972,41.2918
2018-12-10,"SB2026",8.2,2026-08-12,7.6715,5.84,2.7879,299,5.7779,117.5141,5.6839,41.1392
2018-12-11,"SB2026",8.2,2026-08-12,7.6687,5.83,2.8278,294,5.7678,117.5997,5.6821,41.1174
2018-12-12,"SB2026",8.2,2026-08-12,7.666,5.823,2.8555,291.3,5.7685,117.6133,5.6794,41.0852
2018-12-13,"SB2026",8.2,2026-08-12,7.6632,5.848,2.8477,293.8,5.7857,117.5172,5.6752,41.0371
2018-12-14,"SB2026",8.2,2026-08-12,7.6605,5.838,2.8276,294.8,5.7756,117.6027,5.6735,41.0153
2018-12-17,"SB2026",8.2,2026-08-12,7.6523,5.79,2.7896,293,5.7196,118.0321,5.6704,40.9749
2018-12-18,"SB2026",8.2,2026-08-12,7.6496,5.76,2.7573,294,5.6973,118.1993,5.6697,40.9648
2018-12-19,"SB2026",8.2,2026-08-12,7.6468,5.77,2.7072,300,5.7072,118.151,5.6662,40.9238
2018-12-20,"SB2026",8.2,2026-08-12,7.6441,5.71,2.735,292,5.655,118.5193,5.6681,40.9426
2018-12-21,"SB2026",8.2,2026-08-12,7.6413,5.69,2.735,290,5.635,118.6723,5.6672,40.9304
